county,subdivision,home_count,avg_year_built,min_year_built,max_year_built,avg_sqft,avg_floors,avg_value,avg_acres,cities,sample_addresses
Utah,Three Crossings Plat B,36,2000.2,2000,2001,1454.9,2.0,403919.4,0.1,Eagle Mountain,3979 E DODGE ST; 3987 E DODGE ST; 3995 E DODGE ST
Utah,Stone Hollow At Summit Ridge Plat A,36,2012.7,2008,2018,1430.9,1.1,490652.8,0.2,Santaquin,519 STONE WAY; 501 LITTLE ROCK DR; 526 STONE WAY
Utah,Sunny Ridge Plat B,36,2007.1,2006,2020,1475.9,1.2,596241.7,0.3,Spanish Fork,1513 E 320 N; 1495 E 320 N; 1481 E 320 N
Utah,Spring Run Phase B Plat 2,36,2018.2,2018,2019,1865.6,2.0,501630.6,0.1,Eagle Mountain,9673 N BRIDGE ST; 9683 N BRIDGE ST; 9693 N BRIDGE ST
Salt Lake,North Pine Villas,36,2018.0,2018,2018,1921.3,2.0,585380.6,0.0,Sandy,776 E CHAD ST; 778 E CHAD ST; 780 E CHAD ST
Salt Lake,Three Forks Ph 7,36,2016.3,2015,2017,2497.6,1.6,731641.7,0.3,West Jordan,6087 W DINSMORE WAY; 6069 W DINSMORE WAY; 6053 W DINSMORE WAY
Salt Lake,Santorini Village Ph 1,36,2014.7,2014,2016,2182.7,1.7,723463.9,0.1,South Jordan,1968 W SANTORINI DR; 1961 W SANTORINI DR; 1946 W SANTORINI DR
Salt Lake,Oxford Farms,36,2002.0,2001,2003,2120.1,1.5,747127.8,0.3,Riverton,11823 S OXFORD FARMS DR; 11841 S OXFORD FARMS DR; 11857 S OXFORD FARMS DR
Salt Lake,Westridge Vlge,36,2008.8,2006,2012,1558.8,1.2,570397.2,0.2,West Valley City,4458 S OXLEY CIR; 5588 W CHANTRY RD; 5578 W CHANTRY RD
Utah,Osprey Point Plat C,35,2017.0,2017,2018,1857.3,1.4,610657.1,0.2,Provo,705 W 1820 S; 1828 S 730 W; 1816 S 730 W
Utah,Cedar Pass North Plat A,35,2006.2,2000,2020,2037.1,1.3,954005.7,1.5,Eagle Mountain,9425 N CANYON WASH DR; 9383 N CANYON WASH DR; 9141 N CANYON WASH DR
Utah,Black Horse Run Pud Plat A,35,2004.0,2004,2004,1380.3,2.0,327800.0,0.0,Spanish Fork,762 N BLACK HORSE LOOP; 1256 E 800 N; 1252 E 800 N
Utah,Orchards The Plat G-1,35,2020.0,2020,2020,1500.9,1.3,455388.6,0.2,Santaquin,960 N 120 E; 952 N 120 E; 944 N 120 E
Utah,"Harvest Park Plat """"L""""",35,2017.5,2017,2018,2255.1,1.8,613674.3,0.2,Mapleton,2187 W SILVER LEAF DR; 2169 W SILVER LEAF DR; 2149 W SILVER LEAF DR
Utah,Spanish Fields West Plat K Amd,35,2010.4,2009,2018,1578.2,1.8,443914.3,0.2,Spanish Fork,1377 W 450 S; 472 S 1400 W; 448 S 1400 W
Utah,Harvest Hills Pud Plat Jj,35,2005.9,2005,2006,2148.5,1.6,598802.9,0.2,Saratoga Springs,332 W RYE DR; 322 W RYE DR; 312 W RYE DR
Salt Lake,Big Bend Park Phase 2 Subdivision,35,2018.7,2018,2019,2141.5,2.0,582994.3,0.1,Herriman,5656 W MULE EARS LN; 5642 W MULE EARS LN; 5632 W MULE EARS LN
Utah,Village Of Fox Hollow Neighborhood 6-5 The,35,2017.5,2017,2020,2147.1,1.7,601291.4,0.2,Saratoga Springs,3291 S TYTUS LN; 3281 S TYTUS LN; 3267 S TYTUS LN
Utah,Wardxing Plat B,35,2006.0,2000,2020,2512.5,1.8,609437.1,0.3,Lehi,2119 W PUMPKIN PATCH LN; 2120 W 850 S; 784 S GANDER WAY
Utah,South Point Phase 1 Amd,35,2016.1,2016,2018,1904.3,2.0,474108.6,0.1,American Fork,347 S 780 E; 349 S 780 E; 381 S 780 E
Salt Lake,Cottages At Western Springs Phase 2,35,2017.9,2017,2018,2648.4,1.8,762862.9,0.2,Riverton,12908 S MAPLE SPRINGS RD; 12912 S MAPLE SPRINGS RD; 12914 S MAPLE SPRINGS RD
Salt Lake,Addenbrook Phase 1,35,2019.5,2019,2020,1716.4,1.7,521985.7,0.1,West Jordan,6282 W 7860 S; 6274 W 7860 S; 6291 W 7860 S
Salt Lake,Temple Vista Vlge Pud,35,2005.9,2005,2007,1742.2,1.0,707385.4,0.2,South Jordan,10284 S TEMPLE VISTA LN; 10281 S TEMPLE VISTA LN; 10283 S TEMPLE VISTA LN
Utah,Heritage Cove Plat A,35,2003.9,2002,2014,1308.7,1.1,518454.3,0.3,Spanish Fork,2361 E 1450 S; 1439 S 2340 E; 1427 S 2340 E
Utah,Dapple Gray Trails Plat B,35,2018.8,2018,2020,2443.9,1.8,706900.0,0.2,Lehi,674 S 2250 W; 674 S 2250 W; 674 S 2250 W
Utah,Renaissance Place Plat B,35,2020.0,2020,2020,1666.2,2.0,391248.6,0.0,Spanish Fork,922 W 40 N; 1017 W 40 N; 1011 W 40 N
Utah,Whispering Springs At Sleepy Ridge Prd Phase 1,35,2009.2,2007,2011,1616.8,2.0,414400.0,0.0,Orem,821 S PHEASANT RUN; 825 S PHEASANT RUN; 829 S PHEASANT RUN
Salt Lake,Daybreak Village 5 Pl13 Sub,35,2019.1,2019,2020,1599.5,1.7,588488.6,0.1,South Jordan,5284 W ATTAWAY DR; 5278 W ATTAWAY DR; 5272 W ATTAWAY DR
Utah,Canyon Breeze Manor Pud Plat A,35,2019.0,2019,2019,1711.3,2.0,444677.1,0.0,Spanish Fork,3191 E 1350 S; 3183 E 1350 S; 3178 E 1350 S
Salt Lake,Rosecrest Vlge Pl 3 Pud 3 Amd,35,2011.1,2008,2012,1762.2,2.0,451974.3,0.0,Herriman,5258 W HEDGEROSE DR; 5244 W HEDGEROSE DR; 5234 W HEDGEROSE DR
Utah,Bryton Estates Plat B,35,2007.2,2005,2019,2672.9,1.7,1253557.1,0.6,Pleasant Grove,2786 N 1130 W; 2786 N 1130 W; 1048 W 2760 N
Salt Lake,Daybreak Village 5 Multi Family #3,35,2019.6,2019,2020,1689.3,2.1,454448.6,0.0,South Jordan,5293 W BIG SUR DR; 5287 W BIG SUR DR; 5269 W BIG SUR DR
Salt Lake,Bateman Farms Ph 2,35,2001.2,2000,2003,2063.1,1.3,753060.0,0.2,West Jordan,1273 W BATEMAN PONDS WAY; 1267 W BATEMAN PONDS WAY; 1257 W BATEMAN PONDS WAY
Utah,Independence Avenue Pud Plat C,35,2010.9,2010,2012,1445.5,2.0,376945.7,0.0,Provo,851 N INDEPENDENCE AVE; 847 N INDEPENDENCE AVE; 843 N INDEPENDENCE AVE
Utah,Canyon Hills Pud Phase 6,35,2016.5,2016,2017,2477.6,1.6,906760.0,0.3,Lehi,819 W SUMMER VIEW LN; 831 W SUMMER VIEW LN; 857 W SUMMER VIEW LN
Utah,Pelican Pointe Plat A,35,2019.0,2017,2020,2385.6,1.5,1029562.9,0.4,Lehi,1573 W 800 N; 1595 W 800 N; 1617 W 800 N
Utah,Wildflower West Estates Plat A,35,2001.6,2000,2017,1302.7,1.8,429128.6,0.2,Spanish Fork,596 W 200 S; 582 W 200 S; 578 W 200 S
Utah,Parkside Estates Prd Phase 6,35,2004.3,2002,2016,1562.3,1.5,528271.4,0.2,Lehi,1707 N 2600 W; 1723 N 2600 W; 1739 N 2600 W
Salt Lake,Stone Hollow 3,35,2003.7,2003,2005,1995.0,1.4,662062.9,0.2,West Jordan,5358 W FACET WAY; 5346 W FACET WAY; 5338 W FACET WAY
Salt Lake,Rosecrest Pl X Ph 3,35,2014.5,2014,2018,2197.3,1.7,685000.0,0.2,Herriman,14422 S ATTLEBORO DR; 14428 S ATTLEBORO DR; 14438 S ATTLEBORO DR
Salt Lake,Dansie Place,35,2017.2,2017,2018,1955.2,1.8,531408.6,0.0,Riverton,1758 W SHADOW FALLS LN; 1754 W SHADOW FALLS LN; 1742 W SHADE LN
Utah,Wildflower West Estates Plat B,35,2002.7,2000,2017,1057.1,1.7,422420.0,0.2,Spanish Fork,381 S 590 W; 369 S 590 W; 351 S 590 W
Utah,Orchard Park Estates Plat A,35,2008.7,2006,2018,2923.9,1.7,1048785.7,0.5,Lindon,706 N 120 ST E; 684 N 120 ST E; 672 N 120 ST E
Utah,Highland Vista Town Homes Pud Phase 1 Amd 2,35,2018.8,2018,2019,1883.3,1.7,509184.0,0.3,Highland,5366 W QUARTZ AVE; 5364 W QUARTZ AVE; 5362 W QUARTZ AVE
Salt Lake,Wildflower Ph 14,35,2003.3,2003,2005,1859.7,1.2,668931.4,0.2,West Jordan,9194 S WISTERIA WAY; 9206 S WISTERIA WAY; 9216 S WISTERIA WAY
Utah,Saddlebrook Estates Prd Plat B,35,2002.3,2000,2019,1039.5,1.4,443194.3,0.2,Payson,1571 S 280 W; 1572 S 280 W; 299 W POMMELL DR
Utah,Hansen Ranch Phase 3,35,2019.0,2019,2019,2727.2,1.6,976185.7,0.3,American Fork,1275 E 500 N; 1287 E 500 N; 496 N 1290 E
Salt Lake,Westridge Est 2,35,2006.0,2006,2006,2163.4,1.7,620085.7,0.2,West Valley City,4952 S PINEY PARK CIR; 4951 S PINEY PARK CIR; 5616 W GARDEN RIDGE RD
Salt Lake,Daybreak Village 5 Plat 9,35,2018.0,2018,2019,2336.3,1.7,832154.3,0.2,South Jordan,10941 S PORCINI DR; 10949 S PORCINI DR; 10957 S PORCINI DR
Utah,Payson View Estates Plat F Amd,35,2010.0,2007,2017,1483.9,1.1,565240.0,0.3,Payson,1462 S RILEY DR; 1476 S RILEY DR; 1492 S RILEY DR
Salt Lake,Monarch Mdws Ph 4,35,2004.1,2004,2005,1482.7,1.1,544220.0,0.2,Riverton,13581 S BLUEWING WAY; 13587 S BLUEWING WAY; 13591 S BLUEWING WAY
Utah,Arrival Phase A Plat 1,35,2016.5,2015,2020,2513.7,1.3,1141614.3,1.0,Eagle Mountain,9409 N ABIGAIL LN; 9445 N ABIGAIL LN; 9479 N ABIGAIL LN
Utah,Valley View Point Plat A,35,2013.1,2007,2020,1578.5,1.2,872168.6,2.5,Genola,1622 N 150 W; 1622 N 150 W; 1622 N 150 W
Utah,Pebblewood Estates Pud Plat A Amd,35,2008.1,2007,2010,1390.1,2.0,401291.4,0.0,American Fork,108 S 610 E; 112 S 610 E; 114 S 610 E
Utah,Meadow Ranch Plat 3,35,2006.7,2000,2020,1212.9,1.1,812145.7,1.1,Eagle Mountain,2465 E AUTUMN DR; 2465 E AUTUMN DR; 2503 E AUTUMN DR
Salt Lake,Somerset Villas At Miller Crossing Phase 3,35,2019.0,2019,2019,1521.7,2.0,422965.7,0.0,Herriman,12243 S KOPPERS LN; 12239 S KOPPERS LN; 12233 S KOPPERS LN
Utah,Cranberry Farms Pud Plat C,35,2007.0,2006,2008,1682.8,1.5,551340.0,0.1,Lehi,2182 N 2600 W; 2218 N 2600 W; 2202 N 2600 W
Salt Lake,Vistas At Westridge 3e,35,2015.1,2014,2020,1661.5,1.8,515125.7,0.1,West Valley City,4626 S AUTUMN VISTAS DR; 4632 S AUTUMN VISTAS DR; 4642 S AUTUMN VISTAS DR
Utah,Traverse Mountain Vialetto Phase 1,35,2014.9,2008,2019,3614.1,1.9,1414760.0,0.4,Lehi,1836 W DRIFT WOOD VW; 4693 N TOSCANA HILLS DR; 4724 N VERONA CT
Salt Lake,Sommerglen Heights At The Highlands Ph 2,35,2017.1,2017,2018,2074.2,1.2,742634.3,0.3,West Jordan,7418 S 5720 W; 7428 S 5720 W; 7448 S 5720 W
Salt Lake,Vistas At Westridge 3d,35,2013.4,2013,2015,1496.8,1.6,497314.3,0.1,West Valley City,4596 S AUTUMN VISTAS DR; 4604 S AUTUMN VISTAS DR; 4612 S AUTUMN VISTAS DR
Utah,Skyline Ridge Plat 1b,35,2016.0,2015,2019,1433.8,1.0,566522.9,0.2,Eagle Mountain,7204 N PAWNEE CT; 7199 N GOLDEN RIDGE DR; 7179 N GOLDEN RIDGE DR
Salt Lake,Heritage Farms Ph 2,35,2006.4,2005,2012,2322.8,1.2,863545.7,0.3,Riverton,3052 W DURHAM WOODS WAY; 3008 W CAMDEN BROOK WAY; 2984 W CAMDEN BROOK WAY
Utah,Anjeanette Estates Plat A Amd,35,2002.8,2000,2012,1436.3,1.5,402402.9,0.1,Orem,1512 W 525 S; 1502 W 525 S; 529 S 1500 W
Utah,Grove Commons Plat A,35,2013.7,2013,2014,10098.7,1.9,64357400.0,14.6,Pleasant Grove,165 N 1650 W; 165 N 1650 W; 165 N 1650 W
Salt Lake,Villages At Westridge Ph 4 Pud,35,2017.6,2017,2018,1585.4,2.0,417014.3,0.0,West Valley City,5704 W PELICAN RIDGE LN; 5702 W PELICAN RIDGE LN; 5698 W PELICAN RIDGE LN
Salt Lake,Heritage Farms Ph 1,35,2006.3,2005,2012,2374.4,1.3,874265.7,0.3,Riverton,2809 W 12210 S; 2787 W 12210 S; 12229 S HAVEN HILLS RD
Utah,Spring Creek Ranch Plat J,35,2012.2,2011,2015,2325.5,1.9,585371.4,0.2,Lehi,1955 S 750 E; 1973 S 750 E; 1989 S 750 E
Salt Lake,Trimble Creek Ph 1,35,2001.9,2000,2004,2251.2,1.2,869362.9,0.3,West Jordan,1252 W TRIMBLE LN; 1238 W TRIMBLE LN; 1226 W TRIMBLE LN
Salt Lake,Midas Crossing Ph 3,35,2017.3,2017,2018,2256.1,1.4,908891.4,0.3,Riverton,2664 W MIDAS SIDE WAY; 2658 W MIDAS SIDE WAY; 2642 W MIDAS SIDE WAY
Utah,Quailhill At Mt Saratoga Plat F-1,35,2019.0,2019,2019,1622.8,2.0,420920.0,0.0,Saratoga Springs,1758 W NEWCASTLE LN; 1756 W NEWCASTLE LN; 1754 W NEWCASTLE LN
Salt Lake,Meadowlands Ph 2,35,2000.6,2000,2002,1342.9,1.5,480782.9,0.2,West Valley City,3104 S SUGAR BOWL LN; 3112 S SUGAR BOWL LN; 3122 S SUGAR BOWL LN
Utah,Devon Glen Phase 2a,35,2006.7,2006,2019,2174.5,1.9,541725.7,0.2,Springville,624 W DEVON GLEN DR; 618 W DEVON GLEN DR; 602 W DEVON GLEN DR
Salt Lake,Shadow Run Ii Ph 5,35,2017.7,2017,2018,1573.6,2.0,461594.3,0.0,Herriman,14538 S TRAILHEAD DR # 312; 14542 S TRAILHEAD DR # 313; 14544 S TRAILHEAD DR # 314
Utah,Spanish Highlands Estates Plat D,35,2015.4,2015,2019,1597.4,1.3,573188.6,0.2,Spanish Fork,102 N 2170 E; 112 N 2170 E; 122 N 2170 E
Utah,Alpine View Plat B,35,2006.3,2003,2020,1132.6,1.0,468745.7,0.3,Santaquin,749 N 200 E; 175 E 730 N; 161 E 730 N
Utah,Clubview At Ivory Ridge Plat B,35,2010.7,2007,2016,2346.2,1.5,880905.7,0.3,Lehi,371 E CLAY LN; 389 E CLAY LN; 407 E CLAY LN
Salt Lake,Three Forks Ph 5,35,2014.1,2013,2015,2303.9,1.5,697625.7,0.3,West Jordan,8488 S 6160 W; 8506 S 6160 W; 6192 W DAHILL LN
Utah,Eastside Estates Plat A,34,2000.0,2000,2000,1096.6,1.2,340420.6,0.1,Santaquin,357 N PEACH ST; 351 N PEACH ST; 343 N PEACH ST
Utah,Holbrook Farms Plat A Phase 2,34,2017.5,2017,2019,2405.4,2.0,664132.4,0.1,Lehi,3073 W 2400 N; 3061 W 2400 N; 3049 W 2400 N
Salt Lake,Ranches 4,34,2009.8,2007,2012,1462.4,1.0,560055.9,0.1,West Jordan,7963 S RANCHHOUSE RD; 7982 S BRANDING IRON WAY; 7969 S RANCHHOUSE RD
Utah,Eagle Top,34,2008.6,2005,2018,1520.1,1.8,475617.6,0.2,Eagle Mountain,3954 E EAGLE TOP CT; 3946 E EAGLE TOP CT; 3934 E EAGLE TOP CT
Salt Lake,Wildflower Ph 8,34,2002.2,2002,2003,1771.4,1.1,672311.8,0.3,West Jordan,5161 W MORNING LAUREL LN; 9127 S WILD ACRES DR; 9143 S WILD ACRES DR
Salt Lake,Villages At Westridge Ph 3 Pud,34,2018.6,2018,2019,1600.1,2.0,425544.1,0.0,West Valley City,5246 S TATUM PL; 5248 S TATUM PL; 5252 S TATUM PL
Utah,Dry Creek Phase 1,34,2002.6,2000,2019,2960.6,1.5,1769752.9,1.1,Highland,6117 W BULL RIVER RD; 11441 N RIVER BEND RD; 6138 W BULL RIVER RD
Salt Lake,Kennecott Daybreak Pl 10c,34,2013.7,2013,2018,2058.9,1.8,670935.3,0.2,South Jordan,10503 S KESTREL RISE RD; 10511 S KESTREL RISE RD; 10517 S KESTREL RISE RD
Utah,Holbrook Farms Plat A Phase 1,34,2017.9,2017,2019,2685.9,1.7,825361.8,0.2,Lehi,2526 N 3200 W; 2558 N 3200 W; 2598 N 3200 W
Salt Lake,Redmond Place,34,2016.4,2015,2018,2236.2,1.8,872108.8,0.2,Draper,11957 S 275 E; 11965 S 275 E; 11973 S 275 E
Utah,Crystal Cove Pud Plat A Amd,34,2004.9,2004,2006,1520.5,1.0,511247.1,0.1,American Fork,1041 E 150 S; 1039 E 150 S; 1037 E 150 S
Utah,Carlson Heights Plat A,34,2001.7,2000,2010,1311.3,1.1,640420.6,0.3,Lehi,1318 E 2375 N; 1318 E 2375 N; 1338 E 2375 N
Utah,Chappel Valley Prd Phase Ii Plat F,34,2003.1,2000,2010,1183.7,1.4,475426.5,0.2,Lehi,799 W 875 S; 926 S 790 W; 811 W 975 S
Utah,Stice Acres Estates Plat A,34,2007.2,2005,2019,2929.2,1.5,1743873.5,0.8,Highland,6947 W 10300 N; 10265 N 6960 W; 10297 N 6960 W
Salt Lake,Western Springs Ph 7b,34,2011.8,2008,2019,1867.4,1.3,672600.0,0.2,Riverton,4709 W SHAWNEE DR; 4699 W SHAWNEE DR; 4712 W GERONIMO RD
Utah,Fox Borough Plat A,34,2001.5,2000,2009,1331.5,1.1,657591.2,0.3,Lehi,1418 N 700 W; 1406 N 700 W; 1390 N 700 W
Salt Lake,Ivory Highlands Ph 5,34,2002.0,2001,2004,2115.6,1.6,703988.2,0.2,Taylorsville,2884 W MATTERHORN DR; 2868 W MATTERHORN DR; 2852 W MATTERHORN DR
Utah,Walk At Ivory Ridge The Plat C,34,2013.5,2012,2016,1687.6,2.0,470258.8,0.0,Lehi,3441 N 150 W; 3447 N 150 W; 3455 N 150 W
Utah,Harvest Hills Pud Plat O,34,2005.1,2005,2006,1620.6,1.2,514805.9,0.2,Saratoga Springs,602 W GOLDENROD WAY; 608 W GOLDENROD WAY; 618 W GOLDENROD WAY
Salt Lake,Muirhouse Phase 2,34,2020.0,2020,2020,1902.3,3.0,440844.1,0.0,Taylorsville,3866 W GARTMORE LN; 3864 W GARTMORE LN; 3862 W GARTMORE LN
Salt Lake,Maple Mdws Est,34,2004.7,2002,2007,1670.0,1.1,597770.6,0.2,West Valley City,4386 W SUGAR MAPLE CIR; 4376 W SUGAR MAPLE CIR; 4366 W SUGAR MAPLE CIR
Utah,Three Crossings Plat C,34,2002.4,2001,2004,1288.1,1.7,407764.7,0.1,Eagle Mountain,4029 E DILLONS DR; 4041 E DILLONS DR; 4049 E DILLONS DR
Utah,Stone Hollow At Summit Ridge Plat D,34,2017.0,2017,2018,1703.2,1.3,483738.2,0.2,Santaquin,448 SLATE DR; 452 SLATE DR; 454 SLATE DR
Utah,Exchange In Lehi The Phase 11 Pud,34,2019.0,2019,2020,2138.4,1.9,575347.1,0.1,Lehi,3979 W 1750 N; 3969 W 1750 N; 3957 W 1750 N
Utah,Hatch's Estates,34,2006.7,2005,2019,3506.2,1.8,1295379.4,0.5,Pleasant Grove,2113 N 80 W; 2085 N 80 W; 112 W SIENA DR
Salt Lake,Valley Fields Ph 3,34,2006.0,2006,2007,1896.4,1.5,612600.0,0.3,West Valley City,4403 S SALTO SIERRA WAY; 4413 S SALTO SIERRA WAY; 6318 W LAGO GRANDE DR
Utah,Virginia Ridge Plat D,34,2002.6,2002,2013,1269.0,1.2,543117.6,0.2,American Fork,1204 N 350 W; 349 W 1200 N
Salt Lake,Elusive Est,34,2001.2,2000,2004,1328.6,1.1,489044.1,0.2,Magna City,7576 W 3560 S; 7591 W PATRIOT DR; 7577 W PATRIOT DR
Utah,Carson Meadows Plat A,34,2004.5,2004,2005,1309.1,1.1,451879.4,0.3,Santaquin,131 E 580 N; 132 E 580 N; 118 E 580 N
Utah,Park Estates At Ivory Ridge Plat E,34,2015.3,2015,2016,2154.6,1.3,849091.2,0.3,Lehi,589 W TRAIL SIDE DR; 2843 N TRAIL SIDE DR; 2849 N TRAIL SIDE DR
Utah,Crossing At Traverse Phase 4,34,2019.5,2019,2020,2253.0,1.6,754235.3,0.2,Lehi,662 W ASPEN VIEW CT; 3961 N MORNING BURST LN; 3958 N MORNING BURST LN
Utah,Chappel Valley Prd Phase Ii Plat G,34,2007.4,2005,2020,1247.4,1.1,532355.9,0.2,Lehi,1085 W 875 S; 1069 W 875 S; 1069 W 875 S
Utah,Tri Terra Pud Plat A Amd,34,2017.0,2017,2017,973.4,1.6,348841.2,0.0,Provo,1010 W 500 S; 432 S TRI TERRA LN; 432 S TRI TERRA LN
Utah,Legacy Farms At Spanish Fork Plat E-1,34,2020.0,2020,2020,2425.4,2.0,577052.9,0.2,Spanish Fork,1116 N WAGON WAY; 1102 N WAGON WAY; 1093 N WAGON WAY
Salt Lake,Kennecott Daybreak Pl 9f,34,2012.8,2012,2013,2219.3,2.5,454132.4,0.0,South Jordan,4608 W VERMILLION DR; 4606 W VERMILLION DR; 4602 W VERMILLION DR
Utah,Quailhill At Mt Saratoga Plat C,34,2019.1,2019,2020,2118.5,1.9,550361.8,0.1,Saratoga Springs,1638 W QUAILHILL RD; 1632 W QUAILHILL RD; 1626 W QUAILHILL RD
Salt Lake,Yosemite Park Lofts Phase 3,34,2018.0,2018,2018,1340.0,2.5,373535.3,0.0,Herriman,5396 W MOUNT LYELL PL; 5387 W MOUNT MACLURE PL; 5381 W MOUNT MACLURE PL
Utah,Ashley Meadows Plat A Amd,34,2016.6,2015,2019,2537.4,1.8,839641.2,0.3,American Fork,784 N 1000 W; 802 N 1000 W; 989 W 840 N
Utah,Madison Place At Pheasant Pointe Pud Plat A,34,2004.4,2003,2018,1249.9,1.2,522370.6,0.2,Lehi,3090 N 1300 W; 2963 N 1250 W; 1265 W 3000 N
Utah,Manila Heights Plat A,34,2008.3,2007,2017,3421.4,1.8,1405573.5,0.5,Pleasant Grove,3518 N 1450 W; 3568 N 1450 W; 3598 N 1450 W
Salt Lake,Bellevue Ph 7a,34,2013.1,2013,2014,2978.1,1.8,1232158.8,0.3,Draper,13270 S LAKEMONT DR; 13282 S LAKEMONT DR; 13294 S LAKEMONT DR
Salt Lake,Cobalt Village Plat H,34,2019.2,2019,2020,1468.8,2.0,419241.2,0.0,Bluffdale,15488 S BLUE GARDENS LN; 15492 S BLUE GARDENS LN; 15494 S BLUE GARDENS LN
Utah,Bridgeport At Waters Edge Plat A,34,2017.0,2017,2017,2049.4,1.8,594752.9,0.1,Vineyard,82 N 410 E; 84 N 410 E; 94 N 410 E
Utah,6352,34,2012.6,2001,2019,3912.0,2.1,1168791.2,0.4,"Lindon, Mapleton, Orem, Pleasant Grove, Provo",494 S 300 E; 1643 S STATE; 880 E 620 N
Salt Lake,Bellevue Ph 7b,34,2014.2,2013,2016,3284.9,1.7,1328470.6,0.3,Draper,741 E MEDINA DR; 13194 S MEDINA DR; 13208 S MEDINA DR
Salt Lake,Day Ranch Estates Phase 1,34,2018.9,2018,2019,2323.0,1.8,708291.2,0.2,Bluffdale,15162 S CANTLE DR; 15168 S CANTLE DR; 15174 S CANTLE DR
Salt Lake,Kennecott Daybreak South Station Multi Family #1 S,34,2017.0,2017,2017,1829.9,3.0,437700.0,0.0,South Jordan,11547 S GRANDVILLE AVE; 11543 S GRANDVILLE AVE; 11539 S GRANDVILLE AVE
Salt Lake,Daybreak Village 4 Harbor Plat 1,34,2019.4,2019,2020,1894.6,2.8,537852.9,0.0,South Jordan,11157 S KESTREL RISE RD; 11161 S KESTREL RISE RD; 11167 S KESTREL RISE RD
Utah,Benches The Plat 9,34,2014.5,2014,2020,2095.4,1.5,649305.9,0.3,Saratoga Springs,1457 S CANYON VIEW DR; 1468 S CANYON VIEW DR; 1454 S CANYON VIEW DR
Utah,Willows At Waters Edge Plat C,34,2018.5,2018,2020,2261.9,1.6,717808.8,0.2,Vineyard,308 E 170 N; 314 E 170 N; 318 E 170 N
Utah,Maples Pod 4 The Phase 2,34,2016.2,2016,2017,2365.5,1.9,651364.7,0.1,Vineyard,69 N CHALK MAPLE LN; 77 N CHALK MAPLE LN; 76 N CANYON MAPLE RD
Salt Lake,Riverton Farms Ph 3,34,2004.2,2003,2005,2644.4,1.6,859520.6,0.3,Riverton,12908 S PICKET FENCE LN; 3034 W 12925 S; 3014 W 12925 S
Salt Lake,Parkside Plat 1,34,2019.7,2019,2020,1954.8,2.0,581038.2,0.1,Riverton,4284 W RED FLEET CT; 4281 W RED FLEET CT; 4273 W RED FLEET CT
Utah,Legacy Farms At Spanish Fork Plat C-8,34,2020.0,2020,2020,2364.9,1.7,673202.9,0.2,Spanish Fork,991 N HAYWAIN DR; 983 N HAYWAIN DR; 971 N HAYWAIN DR
Utah,Legacy Farms At Spanish Fork Plat 2a,34,2018.6,2016,2020,2340.9,1.9,647817.6,0.2,Spanish Fork,2141 E 700 N; 2163 E 700 N; 2183 E 700 N
Utah,Meadows At Northfield Plat C,34,2002.6,2002,2012,2295.9,1.4,1068917.6,0.5,Pleasant Grove,2294 N 1050 W; 2294 N 1050 W; 2282 N 1050 W
Utah,Parkview Towns At Anderson Farms Plat D,34,2020.0,2020,2020,1422.1,2.0,422641.2,0.0,Lindon,236 N WESTRIDGE LN; 249 N WESTRIDGE LN; 247 N WESTRIDGE LN
Salt Lake,Park Ridge Ph 4 Pl 2,33,2002.5,2001,2004,1453.8,1.5,495369.7,0.2,Kearns,5661 S IMPRESSIONS DR; 5667 S IMPRESSIONS DR; 5675 S IMPRESSIONS DR
Utah,Foothill Village Plat G,33,2020.0,2020,2020,1927.3,1.7,475069.7,0.1,Santaquin,1106 S RAINTREE LN; 1114 S RAINTREE LN; 1122 S RAINTREE LN
Salt Lake,Park Ridge Ph 4 Pl 1,33,2001.8,2001,2003,1374.0,1.3,509063.6,0.2,Kearns,5450 W STONY VISTA DR; 5438 W STONY VISTA DR; 5758 S STONY BROOK WAY
Salt Lake,West Jordan Mdws 3,33,2003.6,2003,2005,2066.3,1.1,746415.2,0.5,West Jordan,7707 S 5360 W; 7723 S 5360 W; 7739 S 5360 W
Utah,Stillwater Plat 3,33,2009.4,2007,2019,2334.9,1.8,681069.7,0.2,Saratoga Springs,2708 S DAY LILLY DR; 245 W STILLWATER DR; 2733 S BELLFLOWER CIR
Salt Lake,Park Ridge Ph 3 Pl 3,33,2001.7,2001,2004,1237.9,1.1,500251.5,0.2,Kearns,5333 W RIDGE BROOK WAY; 5908 S STONE FLOWER WAY; 5916 S STONE FLOWER WAY
Utah,Seasons At Traverse Mountain Plat A,33,2014.4,2014,2015,14346.1,2.5,103248600.0,26.6,Lehi,4200 N SEASONS VIEW DR; 4200 N SEASONS VIEW DR; 4200 N SEASONS VIEW DR
Salt Lake,Murray Cove Subdivision Ph 3,33,2018.1,2018,2020,2078.5,1.4,858924.2,0.2,Murray,5872 S MURRAY HOLLOW LN; 5884 S MURRAY HOLLOW LN; 5896 S MURRAY HOLLOW LN
Salt Lake,Park Ridge Ph 3 Pl 1,33,2001.1,2000,2003,1366.9,1.2,515636.4,0.2,Kearns,5338 W SCENIC RIDGE CIR; 5330 W SCENIC RIDGE CIR; 5324 W SCENIC RIDGE CIR
